,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
1989,ingestible designed inject,0.2,0.2,0.2,0.2,0.2,Neutral
1990,say early key yet,0.002061,0.001299,0.001221,0.001191,0.001104,Happiness
1991,yeganehsalehi spoke iranian,0.2,0.2,0.2,0.2,0.2,Neutral
1992,shows make vulnerable,0.2,0.2,0.2,0.2,0.2,Neutral
1993,focus meaningful,0.2,0.2,0.2,0.2,0.2,Neutral
1994,led provides new,0.2,0.2,0.2,0.2,0.2,Neutral
1995,new harvardbased proven successful eventually lead safer,0.066875,0.017812,0.025469,0.019062,0.017188,Happiness
1996,miloventimiglia campus accepting,0.2,0.2,0.2,0.2,0.2,Neutral
1997,see bauhaus including,0.2,0.2,0.2,0.2,0.2,Neutral
1998,historically enabled american important,0.2,0.2,0.2,0.2,0.2,Neutral
1999,hls rep called new national economic based moral add,0.795000,0.422500,0.362500,0.377500,0.360000,Happiness
2000,speaking recently nasaaffiliated discussed examining,0.2,0.2,0.2,0.2,0.2,Neutral
2001,early better,0.2,0.2,0.2,0.2,0.2,Neutral
2002,investigating protect newly transplanted,0.2,0.2,0.2,0.2,0.2,Neutral
2003,insight africanamerican knowbut,0.2,0.2,0.2,0.2,0.2,Neutral
2004,harvardoeb developed showing hot use enviro,0.2,0.2,0.2,0.2,0.2,Neutral
2005,dramatic cardiovascular saved,0.006895,0.002402,0.002891,0.002598,0.002012,Happiness
2006,elects lauren,0.2,0.2,0.2,0.2,0.2,Neutral
2007,inevitable aging certain gathered said,0.2,0.2,0.2,0.2,0.2,Neutral
2008,third annual gathered harvardalumni many biotech,0.2,0.2,0.2,0.2,0.2,Neutral
2009,national chronic,0.2,0.2,0.2,0.2,0.2,Neutral
2010,cofounded recent developing augmented guide htt,0.2,0.2,0.2,0.2,0.2,Neutral
2011,dickens born walking,0.2,0.2,0.2,0.2,0.2,Neutral
2012,providing first concrete lack actually breathe,0.2,0.2,0.2,0.2,0.2,Neutral
2013,showed nonviolent civil far effective producing,0.2,0.2,0.2,0.2,0.2,Neutral
2014,helps work traumatic pairing craft,0.2,0.2,0.2,0.2,0.2,Neutral
2015,hasty friday february,0.2,0.2,0.2,0.2,0.2,Neutral
2016,take offered harvard then design personalized,0.204375,0.140000,0.140000,0.140625,0.124375,Happiness
2017,bees keep cool hot inspire next cooling,1.347500,0.860000,1.055000,0.645000,0.735000,Happiness
2018,last pudding samuel,0.2,0.2,0.2,0.2,0.2,Neutral
2019,printing egyptian gt,0.2,0.2,0.2,0.2,0.2,Neutral
2020,provides early molecular lead potential,0.2,0.2,0.2,0.2,0.2,Neutral
2021,civil dolores huerta receive,0.2,0.2,0.2,0.2,0.2,Neutral
2022,rep spoke called new economic based moral,0.397500,0.211250,0.181250,0.188750,0.180000,Happiness
2023,came harvard launch aimed boosting early,0.2,0.2,0.2,0.2,0.2,Neutral
2024,forever change prevented diagnosed,0.2,0.2,0.2,0.2,0.2,Neutral
2025,writing thereby facing reduce ptsd,0.003047,0.001797,0.001816,0.001953,0.001699,Happiness
2026,relationships personal impact former,0.102188,0.070000,0.070000,0.070312,0.062187,Happiness
2027,last harvardiop mspackyetti father j bryan,1.895000,0.810000,0.745000,0.885000,0.615000,Happiness
2028,mandl discusses,0.2,0.2,0.2,0.2,0.2,Neutral
2029,trailblazing leads patti criminal,0.064375,0.207500,0.221875,0.172500,0.190625,Fear
2030,hasty receive friday february,0.2,0.2,0.2,0.2,0.2,Neutral
2031,new provides early molecular lead sporadic disease p,0.2,0.2,0.2,0.2,0.2,Neutral
2032,cardiovascular saving harvard study,0.003447,0.001201,0.001445,0.001299,0.001006,Happiness
2033,recent suggests nonviolent civil far successful creating broadbased,0.033438,0.008906,0.012734,0.009531,0.008594,Happiness
2034,printing excavated valley,0.2,0.2,0.2,0.2,0.2,Neutral
2035,fellow studying understand hide retrieve,0.700000,0.785000,1.455000,0.950000,0.645000,Fear
2036,elected becoming,0.2,0.2,0.2,0.2,0.2,Neutral
2037,want educate think build,0.2,0.2,0.2,0.2,0.2,Neutral
2038,participated workshops cpr jokewriting,0.2,0.2,0.2,0.2,0.2,Neutral
2039,assumed lack actually breathe,0.2,0.2,0.2,0.2,0.2,Neutral
2040,shows even relatively modest preventive significant,1.305000,0.730000,0.700000,0.680000,0.650000,Happiness
2041,scholar nicole delves scientific recent,0.055469,0.020469,0.020000,0.019844,0.017031,Happiness
2042,putting finishing new,0.2,0.2,0.2,0.2,0.2,Neutral
2043,following,0.2,0.2,0.2,0.2,0.2,Neutral
2044,new writing thereby facing appears reduce ptsd,0.001523,0.000898,0.000908,0.000977,0.000850,Happiness
2045,understanding microbiome microorganisms,0.2,0.2,0.2,0.2,0.2,Neutral
2046,proud global interdisciplinary,0.198750,0.096875,0.098750,0.080625,0.078750,Happiness
2047,receive february,0.2,0.2,0.2,0.2,0.2,Neutral
2048,new shows used electronic damage pl,0.665000,1.750000,1.365000,1.530000,1.210000,Anger
2049,accepting diplomas beginning many came harvard already develop,2.120000,0.540000,0.765000,0.685000,0.530000,Happiness
2050,political take,0.2,0.2,0.2,0.2,0.2,Neutral
2051,new inspires harvard tackle posed arctic,0.2,0.2,0.2,0.2,0.2,Neutral
2052,first,0.2,0.2,0.2,0.2,0.2,Neutral
2053,widely used electronic impair,0.147500,0.275000,0.288750,0.291250,0.210000,Sadness
2054,religious spiritual black,0.000005,0.000010,0.000011,0.000012,0.000008,Sadness
2055,first,0.2,0.2,0.2,0.2,0.2,Neutral
2056,joyce born lecturer,0.2,0.2,0.2,0.2,0.2,Neutral
2057,skocpol says love began ago whe,0.2,0.2,0.2,0.2,0.2,Neutral
2058,is best,0.2,0.2,0.2,0.2,0.2,Neutral
2059,did know mi learn,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2060,now senior chief legal harvardlaw alum,0.2,0.2,0.2,0.2,0.2,Neutral
2061,february allyear following heartmonth posted,0.2,0.2,0.2,0.2,0.2,Neutral
2062,bacow effective surround good help achieve,0.000270,0.000071,0.000074,0.000070,0.000069,Happiness
2063,arctic initiative helping understand complex posed,0.2,0.2,0.2,0.2,0.2,Neutral
2064,leading united learn,0.007500,0.005000,0.004844,0.004961,0.004609,Happiness
2065,teacher inspired,0.813955,0.483652,0.383711,0.346152,0.318564,Happiness
2066,widely used electronic impair human airway,0.073750,0.137500,0.144375,0.145625,0.105000,Sadness
2067,honored traditional,0.000507,0.000159,0.000164,0.000164,0.000156,Happiness
2068,harvard classic,0.2,0.2,0.2,0.2,0.2,Neutral
2069,bryan discusses legacy creating national,0.2,0.2,0.2,0.2,0.2,Neutral
2070,micrornastiny churned cellscan weaken advance standard,0.2,0.2,0.2,0.2,0.2,Neutral
2071,watching new installed peek,0.003906,0.002441,0.002773,0.002695,0.002520,Happiness
2072,higher mental schizophrenia,0.2,0.2,0.2,0.2,0.2,Neutral
2073,discuss public,0.2,0.2,0.2,0.2,0.2,Neutral
2074,new shows lungless skin expresses protein crucial,0.2,0.2,0.2,0.2,0.2,Neutral
2075,given remain largely free,0.000033,0.000009,0.000010,0.000009,0.000008,Happiness
2076,chilly parade harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2077,flexed academic creative picked practical optional,1.445000,0.660000,0.785000,0.595000,0.540000,Happiness
2078,parade,0.2,0.2,0.2,0.2,0.2,Neutral
2079,normally defends viruses parasitic,0.2,0.2,0.2,0.2,0.2,Neutral
2080,talented i ever privileged,0.124375,0.036875,0.042188,0.038437,0.035000,Happiness
2081,making criminal new focused improving,0.032188,0.103750,0.110937,0.086250,0.095312,Fear
2082,said require,0.2,0.2,0.2,0.2,0.2,Neutral
2083,howard best known blockbuster jurassic,0.2,0.2,0.2,0.2,0.2,Neutral
2084,studying understand devastating,0.2,0.2,0.2,0.2,0.2,Neutral
2085,harvard producing french adaptation,0.2,0.2,0.2,0.2,0.2,Neutral
2086,see public higher want,0.2,0.2,0.2,0.2,0.2,Neutral
2087,recently named hbs put,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2088,professor richard wranghams new humans curious unaggressive,0.605000,0.362500,0.397500,0.332500,0.295000,Happiness
2089,named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2090,costcutting realized causing soar pumping overall,0.2,0.2,0.2,0.2,0.2,Neutral
2091,embedded initiative message ethical reasoning,0.2,0.2,0.2,0.2,0.2,Neutral
2092,incentive salary often seen entice greater,1.775000,0.670000,0.710000,0.625000,0.625000,Happiness
2093,poet laureate smith harvard receive,0.2,0.2,0.2,0.2,0.2,Neutral
2094,live larry joins voiceshsph discuss higher,0.2,0.2,0.2,0.2,0.2,Neutral
2095,early happier,0.2,0.2,0.2,0.2,0.2,Neutral
2096,th howard lead parade attend,0.2,0.2,0.2,0.2,0.2,Neutral
2097,new raising toxic known,0.034375,0.067187,0.097187,0.063750,0.090313,Fear
2098,new massgeneralnews found safe inexpensive,1.030000,0.255000,0.340000,0.272500,0.257500,Happiness
2099,working embed,0.2,0.2,0.2,0.2,0.2,Neutral
2100,political nfl,0.2,0.2,0.2,0.2,0.2,Neutral
2101,pursuing dual harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2102,using creaturewhich cosmic survive,0.2,0.2,0.2,0.2,0.2,Neutral
2103,popular twelve short work closely acclaimed,0.2,0.2,0.2,0.2,0.2,Neutral
2104,decided dedicate fixing mustafa,0.2,0.2,0.2,0.2,0.2,Neutral
2105,howard named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2106,professor richard wrangham studying kibale,0.2,0.2,0.2,0.2,0.2,Neutral
2107,inspired faced sister focuses using learning find,0.001572,0.000534,0.000555,0.000547,0.000496,Happiness
2108,nell scovell working maledominated,0.2,0.2,0.2,0.2,0.2,Neutral
2109,laid passed,0.2,0.2,0.2,0.2,0.2,Neutral
2110,now harvard phd got stuck found partnering improve,0.000483,0.000157,0.000179,0.000153,0.000129,Happiness
2111,super liii horizon political,0.2,0.2,0.2,0.2,0.2,Neutral
2112,excited different,0.2,0.2,0.2,0.2,0.2,Neutral
2113,capable withstanding cosmic surviving low f high,0.213750,0.081875,0.097500,0.084375,0.078750,Happiness
2114,interested cache retrieve,0.198750,0.088750,0.093125,0.086875,0.081250,Happiness
2115,nationwide shortage nearly physicians many driven away,0.2,0.2,0.2,0.2,0.2,Neutral
2116,harvard back campus welcome back,0.2,0.2,0.2,0.2,0.2,Neutral
2117,received nobel passed,0.2,0.2,0.2,0.2,0.2,Neutral
2118,grappling turn understand,0.2,0.2,0.2,0.2,0.2,Neutral
2119,traveling,0.241250,0.076250,0.114375,0.080625,0.070625,Happiness
2120,i remember sitting reading waited private lesson,0.2,0.2,0.2,0.2,0.2,Neutral
2121,include improved well accessible,0.2,0.2,0.2,0.2,0.2,Neutral
2122,learn differ,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2123,suggests able instead,0.2,0.2,0.2,0.2,0.2,Neutral
2124,recent just funny few hard sneaking,0.051562,0.069375,0.069062,0.054688,0.043750,Anger
2125,amadeus ago said father,0.947500,0.405000,0.372500,0.442500,0.307500,Happiness
2126,happy wolfgang amadeus holds rich first manuscript,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2127,knitting making homemade displaced,0.2,0.2,0.2,0.2,0.2,Neutral
2128,recovering benefit short reliving happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2129,new suggest existing used organwasting,0.2,0.2,0.2,0.2,0.2,Neutral
2130,nice scholarly really enjoy dual,1.067500,0.277500,0.285000,0.290000,0.280000,Happiness
2131,reiling extraordinary,0.2,0.2,0.2,0.2,0.2,Neutral
2132,cache retrieve help better understand,0.2,0.2,0.2,0.2,0.2,Neutral
2133,hold secret redefining devastating,0.2,0.2,0.2,0.2,0.2,Neutral
2134,super liii approaches political nfl,0.2,0.2,0.2,0.2,0.2,Neutral
2135,podcast awilliams explains heat silent society,0.2,0.2,0.2,0.2,0.2,Neutral
2136,gives first look eviction epidemic,0.2,0.2,0.2,0.2,0.2,Neutral
2137,found experienced moderate high financial greater,0.2,0.2,0.2,0.2,0.2,Neutral
2138,interested liberal aspect really important,0.099375,0.044375,0.046562,0.043437,0.040625,Happiness
2139,entire operate american phd stern eastwood,0.2,0.2,0.2,0.2,0.2,Neutral
2140,working monk original late david,0.2,0.2,0.2,0.2,0.2,Neutral
2141,recently named hbs put,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2142,i remember consistent,0.2,0.2,0.2,0.2,0.2,Neutral
2143,speak seek seek i seek respectfully tran,1.020000,0.375000,0.395000,0.360000,0.307500,Happiness
2144,born new explores,0.2,0.2,0.2,0.2,0.2,Neutral
2145,subcellular imaging got much faster,0.2,0.2,0.2,0.2,0.2,Neutral
2146,there simple organizing help remember able,0.2,0.2,0.2,0.2,0.2,Neutral
2147,struggling benefit positive,0.2,0.2,0.2,0.2,0.2,Neutral
2148,did know free,0.000017,0.000004,0.000005,0.000004,0.000004,Happiness
2149,allows pursue degree harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2150,led uncovered molecular responsible,0.2,0.2,0.2,0.2,0.2,Neutral
2151,heading perform several prestigious,0.2,0.2,0.2,0.2,0.2,Neutral
2152,discuss true global warming human reducing,0.2,0.2,0.2,0.2,0.2,Neutral
2153,adding new including harvardceprs,0.2,0.2,0.2,0.2,0.2,Neutral
2154,anonymous harvard heartwarming,0.2,0.2,0.2,0.2,0.2,Neutral
2155,sticking new guide harvard help,0.2,0.2,0.2,0.2,0.2,Neutral
2156,later,0.2,0.2,0.2,0.2,0.2,Neutral
2157,short reliving happy boosted recovering according,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2158,new enables subcellular imaging faster,0.2,0.2,0.2,0.2,0.2,Neutral
2159,recent mens visited luther,0.2,0.2,0.2,0.2,0.2,Neutral
2160,applied using quantitative unreadable used,0.2,0.2,0.2,0.2,0.2,Neutral
2161,learn yearold teaching,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2162,first baked stadium army demonstrates portable outdoor nationalpieday,0.553438,0.625000,0.820937,0.673125,0.509062,Fear
2163,led harvard potential,0.2,0.2,0.2,0.2,0.2,Neutral
2164,partially frozen,0.2,0.2,0.2,0.2,0.2,Neutral
2165,captures wonder,0.402500,0.151250,0.200000,0.172500,0.148750,Happiness
2166,virtual sacrificing,0.2,0.2,0.2,0.2,0.2,Neutral
2167,weekly creating displaced syria,0.2,0.2,0.2,0.2,0.2,Neutral
2168,looking boston coming quick,0.316250,0.166250,0.176250,0.163750,0.142500,Happiness
2169,actually increase trump proposed clean,0.2,0.2,0.2,0.2,0.2,Neutral
2170,summertime sunken yard currently snowcovered,0.2,0.2,0.2,0.2,0.2,Neutral
2171,says love began ago son,0.2,0.2,0.2,0.2,0.2,Neutral
2172,started ricos old decimated,0.2,0.2,0.2,0.2,0.2,Neutral
2173,storm looking,0.560000,0.505000,0.662500,0.447500,0.340000,Fear
2174,led uncovered molecular cachexia poorly understood,0.2,0.2,0.2,0.2,0.2,Neutral
2175,recent short reliving happy boosted recovering addic,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2176,rauch artistic shakespeares,0.2,0.2,0.2,0.2,0.2,Neutral
2177,visiting scholar martin luther,0.027734,0.010234,0.010000,0.009922,0.008516,Happiness
2178,discusses young martin luther king,0.085327,0.044069,0.051257,0.037507,0.037818,Happiness
2179,recently attended baptist luther,0.2,0.2,0.2,0.2,0.2,Neutral
2180,guest preaching king jr,0.085312,0.044062,0.051250,0.037500,0.037812,Happiness
2181,listen luther speak,0.2,0.2,0.2,0.2,0.2,Neutral
2182,january luther king guest memorial,0.042656,0.022031,0.025625,0.018750,0.018906,Happiness
2183,positive shown boost struggling says recent,0.2,0.2,0.2,0.2,0.2,Neutral
2184,new shows virtual offer sacrificing,0.2,0.2,0.2,0.2,0.2,Neutral
2185,includes accessible ramped well improved,0.2,0.2,0.2,0.2,0.2,Neutral
2186,trace harvardmed studied,0.2,0.2,0.2,0.2,0.2,Neutral
2187,carefully restoring painting,0.612500,0.345000,0.305000,0.315000,0.302500,Happiness
2188,honor open upcoming monday last,0.000253,0.000079,0.000082,0.000082,0.000078,Happiness
2189,find worry,0.2,0.2,0.2,0.2,0.2,Neutral
2190,announced visiting,0.2,0.2,0.2,0.2,0.2,Neutral
2191,meet theda skocpol political,0.2,0.2,0.2,0.2,0.2,Neutral
2192,captures wonder arboretum,0.201250,0.075625,0.100000,0.086250,0.074375,Happiness
2193,running ever built many arrive,0.2,0.2,0.2,0.2,0.2,Neutral
2194,rauch discuss work,0.2,0.2,0.2,0.2,0.2,Neutral
2195,recognizes medicine,1.370000,0.675000,1.000000,0.855000,0.740000,Happiness
2196,grown founding faculty appointed,0.2,0.2,0.2,0.2,0.2,Neutral
2197,enjoy also inc,0.2,0.2,0.2,0.2,0.2,Neutral
2198,new opens improving developing new,0.2,0.2,0.2,0.2,0.2,Neutral
2199,thrilled harvard harvardchandean,2.010000,0.605000,1.075000,0.590000,0.540000,Happiness
2200,getting much drink according new,0.2,0.2,0.2,0.2,0.2,Neutral
2201,keys new designed reduce bullying lgbtq,0.001030,0.000649,0.000610,0.000596,0.000552,Happiness
2202,discusses martin luther early shaped,0.2,0.2,0.2,0.2,0.2,Neutral
2203,atlanta met former visited luther,0.2,0.2,0.2,0.2,0.2,Neutral
2204,virtual offer sacrificing,0.2,0.2,0.2,0.2,0.2,Neutral
2205,degree affect remains eternal medicine,0.685000,0.337500,0.500000,0.427500,0.370000,Happiness
2206,big coming major make accessible,0.2,0.2,0.2,0.2,0.2,Neutral
2207,vs break help decide credential right,0.2,0.2,0.2,0.2,0.2,Neutral
2208,experience moderate high financial greater developing,0.2,0.2,0.2,0.2,0.2,Neutral
2209,earl take costume,0.2,0.2,0.2,0.2,0.2,Neutral
2210,recent met former toured historic civil,0.2,0.2,0.2,0.2,0.2,Neutral
2211,professional comparative american,0.2,0.2,0.2,0.2,0.2,Neutral
2212,announced new visiting,0.2,0.2,0.2,0.2,0.2,Neutral
2213,happy earl commencement told force,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2214,living holding,0.2,0.2,0.2,0.2,0.2,Neutral
2215,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2216,sticking new guide harvard help,0.2,0.2,0.2,0.2,0.2,Neutral
2217,new explores,0.2,0.2,0.2,0.2,0.2,Neutral
2218,only pediatric lower middleincome survive partnered,0.2,0.2,0.2,0.2,0.2,Neutral
2219,like inside exploded now find,0.2,0.2,0.2,0.2,0.2,Neutral
2220,interested learning new free,0.016565,0.007397,0.007761,0.007240,0.006772,Happiness
2221,started ricos old,0.2,0.2,0.2,0.2,0.2,Neutral
2222,new analyzes heritable environmental common,0.2,0.2,0.2,0.2,0.2,Neutral
2223,tiny risky disruptive powered biologically inspired,0.217239,0.107163,0.149053,0.087788,0.092141,Happiness
2224,new finds virtual successfully replace many,0.016719,0.004453,0.006367,0.004766,0.004297,Happiness
2225,egganlab harvard potential therapeutic cruel,0.530000,1.915000,1.585000,1.725000,1.515000,Anger
2226,best ever taken,0.2,0.2,0.2,0.2,0.2,Neutral
2227,met remy resident adorable,2.045000,0.560000,0.540000,0.585000,0.555000,Happiness
2228,considering harvard career started,0.2,0.2,0.2,0.2,0.2,Neutral
2229,mark bicentenary critic ruskin new victorian,0.2,0.2,0.2,0.2,0.2,Neutral
2230,first clinical personalized conducted,0.051094,0.035000,0.035000,0.035156,0.031094,Happiness
2231,cutting processed key longterm says,0.034945,0.087975,0.095465,0.079836,0.077325,Fear
2232,here resident,0.2,0.2,0.2,0.2,0.2,Neutral
2233,renovation include fully accessible ramped,0.2,0.2,0.2,0.2,0.2,Neutral
2234,suggests able instead,0.2,0.2,0.2,0.2,0.2,Neutral
2235,ongoing new clinical fourthyear refresh,0.2,0.2,0.2,0.2,0.2,Neutral
2236,say alumni ventured,0.2,0.2,0.2,0.2,0.2,Neutral
2237,new explores n,0.2,0.2,0.2,0.2,0.2,Neutral
2238,founded centurys influential design new,0.2,0.2,0.2,0.2,0.2,Neutral
2239,breaking new affordable clean raise co mean,0.2,0.2,0.2,0.2,0.2,Neutral
2240,new reveals helped,0.2,0.2,0.2,0.2,0.2,Neutral
2241,remember channing named hasty pudding,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2242,according new appear higherthanrecommended,0.2,0.2,0.2,0.2,0.2,Neutral
2243,comes disease powerful genetic,0.835000,0.400000,0.562500,0.320000,0.327500,Happiness
2244,genomic sequencing increasingly common clinic linger use medicin,0.2,0.2,0.2,0.2,0.2,Neutral
2245,wants regardless best possible,0.2,0.2,0.2,0.2,0.2,Neutral
2246,national national allamericans greatest h,0.2,0.2,0.2,0.2,0.2,Neutral
